X,Y,CLASSE
-0.8934015259782727,0.4121187738686325,0
2.198056347334777,1.427439077027186,0
0.10869415451299114,-3.389866582906339,0
-1.4820951889824165,-3.174773353005162,0
-1.0953177000694616,-0.7782589276810572,0
-1.375955644495346,-0.7615540632839293,0
-1.0487210950120656,-2.8119136578131716,0
-1.5345415236290307,-0.5715296305447397,0
-1.9840306372010845,0.08292230243327192,0
1.14878393552896,0.9947643655826413,0
-1.5283785492396742,-2.6821217391819894,0
1.5828282299868524,-1.7085988443883675,0
1.1476396662916777,1.767459031285683,0
-3.0945685570769337,-0.8907248502810995,0
-1.3987555711485598,-3.7681328901538116,0
-0.4798025571850567,-1.9064025420221618,0
-2.8139974020281624,-3.097461044513575,0
-1.4513869622291515,-1.267618182109397,0
1.3582051304564424,-1.6196004271418616,0
1.1431317843723852,-1.839659821274525,0
0.6873507646716988,2.1470216906868487,1
1.5599344914187034,2.0900156688510614,1
-1.1670336894865696,2.542630479920958,1
1.9771739827917325,-1.2321184605336466,1
3.499503282493425,-1.5095639014899156,1
