X,Y,CLASSE
-2.003439383207102,-1.5876819516074678,0
0.29731297313526683,-1.962180483897943,0
-2.56527608721031,-2.135201520693179,0
-2.0715357647020256,0.3238063881867079,0
-1.337846838019365,0.995250533212706,0
-1.8924024876819447,-1.312359155328261,0
-1.8225631659614243,-1.4148878284817283,0
-0.9247017227498187,-3.00138944954631,0
-2.667646708795384,-1.902748363292667,0
-0.7583479823304183,1.8205075921563072,0
-0.8461199902380226,-1.9748477449297048,0
-1.631245469961224,-2.974062437193386,0
1.4842447371190644,-1.9010297262899596,0
-0.6642250121636549,-1.79048971167407,0
-1.010378834925365,-3.9803464388677794,0
-2.5794100918198386,0.1205909710194566,0
0.9993044964790025,-1.9798656452574148,0
-0.7572078950726211,-1.6143023021867726,0
-0.7061833860262245,-2.518533425129771,0
-2.8243059714490837,1.8310292392421141,0
-1.3071102801912788,-1.679261713322861,0
-1.9879244092922996,-5.00794847021489,0
-0.3775566107323527,2.0277202494088677,0
-0.7764048229806795,-4.468273300031503,0
-1.5535998300170255,-0.042811004893040905,0
-3.2313627199202246,-3.3951758600888575,0
-1.602442096005749,-1.1854655905002955,0
-1.0718219726706089,-0.8709310799344456,0
-0.9499326090484175,-1.8584477992951614,0
-1.1485376701529506,-0.2122356611877676,0
0.7658597998315859,-1.2407324020677692,0
0.8381958672244969,-0.8651401141542763,0
-2.343826705687948,0.31630461917773167,0
-1.4185718000304757,0.7009453859501318,0
-0.604244138684552,-0.47208238770542743,0
0.7630463863856716,-1.8619591336784902,0
-3.136908505192207,-2.6095930828392992,0
0.020230194707827387,-0.13964977224573982,0
-3.1558610799155074,-0.5817741501962028,0
0.16470305854913958,2.636059550361332,0
-1.8530628797693414,0.8895091240819917,0
-2.0727055629887947,-1.5451607196382682,0
0.28508197925267265,0.9137279609617406,0
-1.7649092766928476,1.6334478539591077,0
-1.7701878392216903,0.184856903527018,0
-0.2719768343899265,-0.7190644782818832,0
-0.4887330135176422,-2.744309203020717,0
0.7233618275559737,-0.8647095869819985,0
-2.605179620429236,-0.02908940860944087,0
-1.9503000059685656,-0.3252704164916961,0
-0.4081831306965943,-0.22657900209327653,0
0.35215504113549945,-0.44072021658055627,0
-0.2872731496786546,1.2563112376128505,0
-0.2767100959986861,-2.411473636298398,0
0.5243832545871059,-2.6268673531580684,0
-1.2757128787105332,0.86308863197878,0
-1.80513039224439,-2.723512933765405,0
-2.1474203002384606,-3.168172820188128,0
-2.8549419436257852,-1.8189618288685157,0
-0.4406826780419585,-0.049150774439131184,0
-3.499052291846769,1.8240920619811187,0
-0.4691676562339231,-0.13140997265301846,0
1.1553842046180187,-1.5675548520940819,0
-2.8546177654631077,0.06016851663603595,0
-3.662698418814649,-1.7712952606741574,0
-2.4218372293415698,-1.1817468203841417,0
-2.0244434861190728,-0.8761804879397588,0
-4.362985957982179,-1.3077744861672338,0
0.03230453922854326,-1.88104169744174,0
-1.2310684993897196,-1.1329798970763554,0
0.4427686484676958,-0.8556198196541442,0
-0.5530559162643323,-1.5323503243647054,0
-0.1214541150358679,0.20026303981568572,0
-1.4315658982568729,-0.8776125899719976,0
-0.17945755709905875,-0.5223722260649204,0
-2.884258397403002,-0.4505461409563277,0
-2.0448927851065744,-0.199751407729592,0
-1.7616407924549755,-1.4496808358367885,0
-0.4655881074201135,0.7395378601047791,0
-0.11268298926852116,-1.8696845170770346,0
-1.8459294354223075,-1.4429276480431046,0
-1.6824164256729504,-1.5030774546803034,0
-1.5951893393485104,-2.2092330427055487,0
-2.513920239502163,-2.679408730510106,0
-3.0985787497030794,-2.7268759061991066,0
-1.4234140113488847,-1.7543293239488404,0
0.43294296440212654,-2.8214438950553293,0
-0.8740021831035001,0.856116206285606,0
1.3897331906222,0.6023623753705001,0
-2.760343810034109,0.182960583025636,0
-0.16069935974707517,-4.129265889854262,0
-0.6261801832998144,2.1267763128925727,0
0.18763858631054653,2.6260466924367387,0
-1.947293703310506,-0.7466033475057137,0
0.013333861966333238,-0.3897695508707245,0
-0.07298067855701984,0.3912187011348267,0
0.5461588354373017,-0.7275154546221191,0
-1.5269646046157166,-2.776481646007271,0
-1.052314718071251,-0.30019148604313306,0
-1.1851343130685035,-2.84472070910911,0
-0.014138412233944186,-2.299696471933455,0
-0.3279959486999908,-0.8909849191999638,0
1.3374331855647248,-0.22400585855193111,0
-1.925939637662871,0.8515992358595534,0
-0.9307226599772261,-0.7760795797500979,0
-0.06240122318955321,1.0989236189518943,0
-0.8150242933506563,-1.4193451880139085,0
-2.5765165620232757,0.2571020661624195,0
0.8490549906195948,-0.8622977225983612,0
0.19318910621454188,-0.841894169554761,0
-0.7653347996793232,-3.470698167174253,0
-2.101151511705014,-1.7929735481582505,0
1.4775000169472454,-3.5183870101268653,0
-0.5016357548406977,-0.2089905706117544,0
-1.947777191917059,-0.26483207608168935,0
-0.34571474370093225,-1.855376680920008,0
-0.6788685569085946,-0.2975587646208362,0
1.277569690090281,1.5564636501640896,0
0.31105277217577565,-3.5211545438332625,0
1.416218468337298,2.752735155564173,0
-2.0847495992799896,-0.6880931535197348,0
-0.016184306953988425,1.815739101593869,0
-3.237030749259462,-0.46244086786395355,0
-1.974225328387217,0.20870091175297234,0
1.023853426916443,-0.8761354771445804,0
-1.6050449496903003,-0.060558462065876784,0
0.03278127083537741,-2.203515522549682,0
-2.149677453448607,-2.2264480764111934,0
0.24382175740355017,1.746193120320871,0
-3.0702158646568956,-1.7949507625781476,0
-3.158138647578073,-0.4389460310088418,0
-1.8460243136861219,-1.9018196308065276,0
-0.4203745401377519,-1.721849823706775,0
-2.4929284017654103,0.25879579485248216,0
-1.6083087523902755,-1.8560557310449606,0
-1.3989774068878549,0.038867228810450793,0
0.4468347595918889,-0.11300507635547141,0
-0.2910774969143568,-1.381594942528678,0
-0.9002673500371736,-0.18058701924742804,0
-0.9006264693371501,0.5465486672682476,0
-1.4231698368685626,0.26582873137273233,0
-3.7440581177937493,-1.5087303257262548,0
-2.6296472791306336,-1.0797565644466194,0
-2.2206393277709724,-0.9701438741126663,0
-0.18067545341289315,-0.08577081473379211,0
-1.107822468629656,1.3042384869254993,0
-0.049679748806295776,-1.6575036835258432,0
0.2421716111879313,-1.1846434259598242,0
-1.4951788425767552,-2.230333108541196,0
0.138614893035232,0.6383907913903044,0
-2.440917715803915,0.006934283992102053,0
-2.415539309991097,-0.04885223430727825,0
-0.3270933912146411,-2.4255558957468697,0
